Mural Registration ID,Artist Credit,Artwork Title,Media,Year Installed,Year Restored,Location Description,Street Address,Zip,Ward,Community Area Number,Affiliated (or Commissioning) Organization,Description of Artwork,Latitude,Longitude,Location
19051,Pop Up Mural Shop,Bidi Bidi Bom Bom,Spray + Brush,2014,,Supermercado Cuauhtemoc,2506 South Kedzie Ave,60623,22,32,Yollocalli Arts Reach,"This Selena-inspired mural was created by Yollocalli youth interns Joe Mora, Gilberto Sandoval, Fatima Garcia & Gabriela Ibarra, aka the Pop Up Mural Shop,  in the summer of 2014.",41.84607182,-87.70523412,POINT (-87.70523412 41.84607182)
19068,Aurelio Diaz,Galeria del Barrio,Paint,1972,2016,16th and Blue Island,1302 West 16th St,60608,25,29,Chicago Public Art Group,,41.85983376,-87.65907732,POINT (-87.65907732 41.85983376)
19200,Ivan Brunetti,Rectangular Women,Paint,2017,,Entryway,619 S. Wabash,60605,42,32,Wabash Arts Corridor,"(Photo Credit: Columbia College Chicago) I was obsessed for a time with creating a statuesque yet cartoon-like image ""drawn"" with painter's tape, using only perpendicular and parallel lines (and no diagonals), in which the wall color served also as the line. I also hoped the boxiness of the resulting image would interact playfully with all the nearby architecture. This piece was created specifically for the new ShopColumbia space.",41.8739881,-87.62583967,POINT (-87.62583967 41.8739881)
19178,Heidi Unkefer,Slime Mountain,Paint,2015,,,623 S. Wabash,60605,42,32,Wabash Arts Corridor,"Columbia alumni, Heidi Unkefer, composes her largest mural to date in her signature illustrative style.  Heidi was chosen as the winner of the second WAC alumni competition hosted by Columbia College Chicago.",41.87390846,-87.62583771,POINT (-87.62583771 41.87390846)
19183,Amuse 126,High Tide,Paint,2016,,,777 S. State,60605,4,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) AMUSE 126, a Chicago native, lures an unaware audience into a new dimension of abstract typography and illustrative design with his murals.  Chicago Truborn Gallery and Group Fox partnered with the Wabash Arts Corridor to bring this piece to life as part of the inaugural Big Walls festival!",41.87185333,-87.62738022,POINT (-87.62738022000002 41.87185333)
19332,Justus Roe,The Valley North,Acrylic and exterior latex paint,2019,,South facing embankment wall,1551 S Blue Island Ave,60608,25,28,,abstract landscape painting,41.86038369,-87.65883644,POINT (-87.65883644 41.86038369)
19017,"Calvin Jones, Justine Devan, and Mitchell Caton",A Time To Unite,,1976,,41st St & Drexel Ave,4043 South Drexel Blvd,60636,4,2,Chicago Public Art Group,"1976. Artists Calvin Jones, Justine Devan, and Mitchell Caton. A Time To Unite was created as a call to renew racial solidarity. The mural includes images of neighborhood residents in order ""to portray the historic unity of family, community, cultural heritage, and nation in the African-American tradition"". From 1976",41.82040592,-87.6044939,POINT (-87.6044939 41.82040592)
19128,Brett Whitacre,Come to Light,,2011,,Next to Kathy Osterman Beach House,5659 North Lake Shore Dr,60660,48,76,Chicago Public Art Group,"Completed: 2011 Artist: Brett Whitacre Come to Light, was designed to represent a change in light over the course of a day and also the change that happens within each of us. From one wall to the next wall, The artist wanted the size, color, shape, and details of the piece to change as it traveled from one wall through the second and to the last one.",41.98555677,-87.65336148,POINT (-87.65336148 41.98555677)
19339,Amanda Paulson,Tribute to the Fish of Lake Michigan,paint,2011,,Red Line Underpass at Pratt,1400 W Pratt Blvd,60626,49,1,,,42.00547,-87.66628,POINT (-87.66628 42.00547)
19032,Olivia Gude and Juan Angel Chavez,Fellows and Others Mural,,1997,,S Halsted St & W 32nd St,3149 South Halsted St,60608,11,58,Chicago Public Art Group,"1997. Artists Olivia Gude and Juan Angel Chavez. This amazing mural spans over 2500 sq ft across the facade of the Fellowship House. The mural explores the theme of who is an other and who is considered a fellow. The mural deals with the issue of racism in the community. The end result is serious and meaningful but also fresh, colorful and energetic. From 1997",41.83665368,-87.64609834,POINT (-87.64609834 41.83665368)
19337,Justus Roe,Skender,Acrylic and exterior latex paint,2019,,Garage,879 North Paulina Street,60622,1,24,,abstract landscape painting,41.89830361,-87.66965486,POINT (-87.66965486 41.89830361)
19155,Steve Seeley,,Paint,2018,,Cards Against Humanity HQ,1551 W Homer Street,60642,2,22,Cards Against Humanity HQ,"Chicago-based painter Steve Seeley's wide-ranging tastes in comic books, superheroes and Japanese monsters (kaiju) along with his ability to combine those with an array of floral and natural elements results in a disparate, though pleasing, amalgamation that never gets boring.",41.91720864,-87.66683738,POINT (-87.66683738 41.91720864)
19012,William Walker,History of the Packinghouse Worker,,1974,,,4859 South Wabash Ave,60615,3,4,Chicago Public Art Group,Artist William Walker. 1974. This mural depicts the history of the Amalgamated Meatcutters and Butchers Workmen Union. It was one of the first public murals dealing with labor and worker's Unions. From 1974 (http://picasaweb.google.com/chicagopublicartgroup/1974?feat=embedwebsite),41.80571322,-87.62421696,POINT (-87.62421696 41.80571322)
19073,Salvador Jimenez,Declaration of Immigration,spray,2009,,Giordano's Pizza,1401 West 18th St,60608,25,33,Yollocalli Arts Reach,"Created on Yollocalli's original building with Artist Sal Jimenez, this mural is a visual dedication to all immigrants and allies who have stood strong in the face of anti-immigrant rhetoric.",41.85776469,-87.66138509,POINT (-87.66138509 41.85776469)
19176,Kristen Kula,Tornado,Paint,2014,,,72 E. 11th Street,60605,4,32,Wabash Arts Corridor,Columbia College Chicago�s WAC Campus Committee launched a student and alumni competition in the spring of 2014 and Tornado by Kristen Kula was selected as one of the winners,41.86940381,-87.62483711,POINT (-87.62483711 41.86940381)
19315,Justus Roe,Clark & Olive,Acrylic and exterior latex paint,2014,2019,North fa�ade of 5621 N. Clark facing parking lot south east corner of Clark and Olive intersection,5621 N. Clark St,60660,48,77,,abstract landscape painting,41.98417235,-87.66875579,POINT (-87.66875579 41.98417235)
19144,Cole Pierce,Triangle is the Strongest Shape,Paint,2016,,1254-1258 W Albion Ave,N Lakewood Ave & W Albion Ave,60626,49,---,,"Funded by the 49th Ward Participatory Budget project, Pierce's mural is an abstract geometric, pattern based piece of Op. Art. This mural features shifting color gradients and intuitive interuptions and in the pattern.",42.002489,-87.663091,POINT (-87.663091 42.002489)
19044,"Rahmaan Statik, Max Sansing",Sepia,Paint,2016,,,3415 West Cermak Rd,60623,22,32,Chicago Public Art Group,,41.85156086,-87.71073393,POINT (-87.71073393 41.85156086)
19251,Ruben Aguirre,Riverfront Roots,Paint,2019,,,231 W Harrison St,60699,25,32,,"The mural is an abstract design with representations of plants, and the river. It is predominantly red, blue, and black.",41.87436682,-87.63450824,POINT (-87.63450824 41.87436682)
19232,Tracy Ostmann-Haschke,Chrysanthemum Flower,paint,2019,,,3343 W Carroll Ave,60624,28,,,,41.88735774,-87.71050023,POINT (-87.71050023 41.88735774)
19100,Josue Pellot,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2550 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90308328,-87.69146702,POINT (-87.69146702 41.90308328)
19088,Lebster Pabon,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2448 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90310741,-87.68891762,POINT (-87.68891762 41.90310741)
19204,Louise �Ouizi� Chen,China Truborn,Paint,2017,,,1312 S. Michigan,60605,3,33,Wabash Arts Corridor,(Photo Credit: Sandra Steinbrecher),41.86537627,-87.62425345,POINT (-87.62425345 41.86537627)
19219,James Jankowiak,Altered Translation,paint,2017,,Corner,2912 N. Milwaukee Avenue,60618,35,21,,,41.93402709,-87.71576662,POINT (-87.71576662 41.93402709)
19105,"Northwest
Arts
Connection with Ken R. Klopack",Neighborhood Renewed,Paint,2017,,Addison St at Kilbourn Ave,4520 West Addison St,60641,30,16,DCASE,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, “What does urban renewal or urban evolution mean to this area?”",41.9463173,-87.74025468,POINT (-87.74025468 41.9463173)
19320,Justus Roe,Couch Place,Acrylic and exterior latex paint,2016,2018,North side of alley garage doors,100 w. Couch Pl,60601,42,---,,abstract landscape painting,,---,
19041,Damon Reed,M.A.G.I.C.,,2006,,,1200 East 61st St,60637,20,9,Chicago Public Art Group,,41.78427743,-87.5962122,POINT (-87.5962122 41.78427743)
19305,Justin Suarez,Peregrine Falcon,,2019,,1708 W. Chicago Ave,"1708 W. Chicago Ave, Chicago IL 60622",60622,1,24,,mural,41.89613654,-87.6701092,POINT (-87.6701092 41.89613654)
19027,Rahmaan Statik,Historic Pullman Mural,Painting,2017,,"Metra Electric District, Pullman Station,  111th Street and Cottage Grove Ave",480 East 111th St,60628,9,45,DCASE,"On both sides of the viaduct below the Metra commuter train tracks, the history of the planned community of Pullman is laid out in a series of scenes. Designed by Rahmaan Statik, the Historic Pullman Mural was executed with the help of local high school students.",41.69287446,-87.61037058,POINT (-87.61037058 41.69287446)
19259,Marry Tonnu,Letter J,,2019,,,1400 W Wabansia,60642,2,,24,,41.91361584,-87.66285163,POINT (-87.66285163 41.91361584)
19159,You Are Beautiful,,Paint,2018,,Cards Against Humanity HQ,1551 W Homer Street,60642,2,22,Cards Against Humanity HQ,"Matthew Hoffman is a Chicago based artist & designer whose public works have been exhibited internationally. His ideas and work have been included in Good, the New York Times Magazine, and Ready Made. He has been published in books by Gestalten, Droog, and Taschen, and was featured in a segment on the Oprah network.",41.91720864,-87.66683738,POINT (-87.66683738 41.91720864)
19187,Hera,Imagine If We Could Tolerate Each Other's Differences,Paint,2016,,,916 S Wabash,60605,4,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this mural Hera stated, �The beauty of murals is that they can be done by one person, on one day, expressing one thought right there and then, without huge funding, without much effort, without the need to be conserved forever. A mural can be painted over easily, or will fade in the sun anyway . . .  it basically proves that a single person can claim a space in this big world and make a statement visible. I think that is a very empowering message� � as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.87004169,-87.6260414,POINT (-87.6260414 41.87004169)
19056,Chris Silva,,,2016,,Project Vida,2659 South Kedvale Ave,60623,22,32,Yollocalli Arts Reach,In the summer of 2016 Chris Silva and his Public Art Crew gave the outside of Project VIDA a remix/ restoration. The original mural was created by Maria Gaspar and her team in 2009.,41.84245725,-87.72800235,POINT (-87.72800235 41.84245725)
19115,John Pitman Weber and Oscar Martinez,For A New World/Para un Nuevo Mundo,,1973,,,925 West Diversey Ave,60614,43,68,Chicago Public Art Group,"Artist John Pitman Weber and Oscar Martinez. 1973. This beautiful mural can be seen from the train, at the CTA Brown line Diversey station. The mural is located on the Holy Covenant United Methodist Church and has three sections representing areas of the congregation's worship service: confession, the word, and the offering. From 1973",41.93255169,-87.65249341,POINT (-87.65249341 41.93255169)
19172,Pose,Untitled,Paint,2014,,,72 E. 11th Street,60605,4,32,Wabash Arts Corridor,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street art�Shepard Fairey, Cleon Peterson, POSE, and RETNA�have used the corridor as their �living urban canvas,� injecting provocative, large-scale artworks into one of Chicago�s major emerging art scenes. The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely.
�Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre,� said Shepard Fairey, artist and curator of The Provocateurs. �It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.�",41.86940381,-87.62483711,POINT (-87.62483711 41.86940381)
19140,Ruben Aguirre,Untitled,,2017,,Division Street at Lakeshore Path,,60610,43,37,DCASE,"The visceral experience of descending into the pedestrian tunnel at Lake Shore Drive and emerging at the waterfront is captured in this mural, but instead of replicating a lakefront scene, Aguirre translates its impression into abstract design elements.",41.9039488,-87.62501932,POINT (-87.62501932000002 41.9039488)
19024,Restored by Bernard Williams,Spirit of Hyde Park,,2010,,57th & S Lake Park,1525 East 57th St,60657,5,8,Chicago Public Art Group,Restorations 2010: Bernard Williams,41.79143823,-87.58806134,POINT (-87.58806134 41.79143823)
19009,Marcus Akinlana,The Great Migration,,1995,,,3947 South Michigan Ave,60653,3,4,Chicago Public Art Group,Completed in 1995. Artist Marcus Akinlana. This mural is located at the Elliott Donnelly Youth Center and covers the largest wall of the Art Park. The 2700 sq ft mural is a historical narrative of the mass migration of African-Americans from the southern United states to Chicago. From 1995,41.82241688,-87.62303736,POINT (-87.62303736 41.82241688)
19076,Chris Silva,Creature Crew,,2012,,"16th Street Wall, Near Laflin on 16th St",1520 West 16th St,60608,25,29,Yollocalli Arts Reach,"""The Creature Crew"" was created by youth Artists from Yollocalli in the summer of 2012 with help from Chris Silva.",41.85974198,-87.66467241,POINT (-87.66467241 41.85974198000001)
19291,Rojo,untitled,Spray Paint,2017,,Sullivan Center Alley,25 E Monroe St,60603,42,,Chicago Loop Alliance,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,41.88066939,-87.62680815,POINT (-87.62680815 41.88066939000001)
19120,Damon Reed,The Heart of Rogers Park,,2007,,Dev Corp North at Morse and Glenwood,1349 West Morse Ave,60626,49,10,Chicago Public Art Group,"Viaduct Enhancement. 2007. Artist Damon Reed. This mural, located at the CTA Red Line Morse stop, highlights the neighborhood as an arts, music, and theater district. From 2007 project images",42.00780563,-87.6657006,POINT (-87.6657006 42.00780563)
19059,"Jospeh ""Sentrock"" Perez",Las Flores de las Almas Muertas,spray,2017,,,2806 South Ridgeway,60623,22,32,Yollocalli Arts Reach,"Inspired by the work of Takashi Murakami, the street Art class and Jospeh Sentrock Perez created this mural in 2017.",41.84039883,-87.71849427,POINT (-87.71849427 41.84039883)
19236,Tony Passero,Jazz It Up,,2017,,,1117 W Lawrence Ave,60640,46,03,,,41.96893371,-87.65838009,POINT (-87.65838009000001 41.96893371)
19247,Jim Bachor,Uptown Alley Cat,tile,2019,,,1140 Wilson Avenue,60640,46,03,,,41.965418,-87.658876,POINT (-87.65887600000002 41.965418)
19208,Morley,Penny For Your Thoughts,Paint,2015,,,424 S Wabash,60605,4,32,Wabash Arts Corridor,"Morley is a Los Angeles- based street artist specializing in bold, typographic posters that mix humor and hope. His recent installation on Wabash Avenue called �Penny for your thoughts,� is meant to act as a friendly voice amongst the barrage of billboard messages and corporate slogans. Thanks to Logan Square�s Beauty and Brawn Gallery, Morley was able share his writings on the wall with WAC.",41.87635127,-87.6261892,POINT (-87.6261892 41.87635127)
19273,Marry Tonnu,Letter X,,2019,,,1907 N Mendell Street,60642,2,,22,,41.91695917,-87.66535085,POINT (-87.66535085 41.91695917)
19083,Rocio Urbano,Quetzalcoatl 18,Spray + Brush,2018,,,1540 West 18th St,60608,25,33,Yollocalli Arts Reach,,41.85792077,-87.66535929,POINT (-87.66535929 41.85792077000001)
19215,Andrew Cooper,Wildflowers,paint,2019,,Roosevelt Collection,150 W. Roosevelt Road,60605,25,32,,,41.86745273,-87.63233424,POINT (-87.63233424 41.86745273)
19288,Killabunz and Jose Quezada,2birds One Stone,Spray Paint,2017,,Sullivan Center Alley,25 E Monroe St,60603,42,,Chicago Loop Alliance,"A painting of two birds, one mechanical, and one not with a magical stone in the middle. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",41.88066939,-87.62680815,POINT (-87.62680815 41.88066939000001)
19152,Cards Against Humanity Design Team,,Paint,2018,,Cards Against Humanity HQ,1551 W Homer Street,60642,2,22,Cards Against Humanity HQ,"Painted by Caleb Vanden Boom, Sarah Gardner, and Jared Sawdey from the Cards Against Humanity design team, based on shapes, colors, and textures found near the building.",41.91720864,-87.66683738,POINT (-87.66683738 41.91720864)
19301,Anthony Lewellen,Radial Fields,,2018,,LUXE on Chicago,"1838 W. Chicago Ave, Chicago IL 60622",60622,1,24,,mural,41.89607519,-87.67373584,POINT (-87.67373584 41.89607519)
19316,Justus Roe,Graziano,Acrylic and exterior latex paint,2014,,Garage,2716 W Sunnyside Ave,60625,33,14,,abstract landscape painting,41.96319759,-87.69655724,POINT (-87.69655724 41.96319759)
19005,Erik DeBat,The Heart Project,Nova Acrylic Paint,2017,,Chicago Ave at Lakeshore Path,380 East Chicago Ave,60611,2,37,DCASE,"The Heart Project is a 320-foot-long mural installation within the viaduct that links streeterville to Lake Michigan. The mural’s vertical stripes recall a row of window panes. Each stripe is colored differently, forming a spectrum of cool and warm tones along the thruway.",41.89694425,-87.61721674,POINT (-87.61721674 41.89694425)
19037,Juan Chavez,Reflections of Good,,2006,,,2601 West 63rd St,60629,16,64,Chicago Public Art Group,2006. Artist Juan Chavez. Reflections of Good is a brilliant mixed-media mosaic that developed from multiple conversations between the Greater South West Side Development Corporation and the Inner City Muslim Action Network (IMAN). From 2006 project images (http://picasaweb.google.com/chicagopublicartgroup/2006ProjectImages?authkey=lGjXWRmvvXU&feat=embedwebsite),41.77907746,-87.68858187,POINT (-87.68858187 41.77907746)
19169,Olivia Gude and Marcus Akinlana,"Where there is Discord, Harmony; The Power Of Art",Paint,1991,,Wall facing west,1809 E 71st Street,60649,7,43,Black United Fund of Illinois,"1991, a mural designed by Olivia Gude and Marcus Akinlana with the assistance of the Youth Renaissance Mural Group, located at One Artist Rrow, and artisans' incubator building at 1809 E 71st Street. Black United Fund of Illinois bought the building in the 80's therefore we don't have the description, but we fo have a picture which I have attached.",41.76591785,-87.5809089,POINT (-87.5809089 41.76591785000001)
19263,Marry Tonnu,Letter N,,2019,,,1690 N Elston Ave,60642,2,,24,,41.91290391,-87.66394498,POINT (-87.66394498000001 41.91290391)
19147,Jason Watts,The Announcenment,Paint,2018,,South West,5011 N Lincoln Ave,60625,40,04,,"The Announcement, by Jason Watts bridges aspects of Lincoln Square's past with an eye toward the future.  Incorporating iconic buildings and references within the neighborhood, the central character is announcing a new chapter for Lincoln Square.  Watts' paintings are upbeat and optimistic with a celebration of color and pattern.  His latest work utilizes silhouettes of figures, with references within that signfiy a locality or evoke a nostalgic tone.  Music runs as a theme in his work, and the character here references a jazz singer from a former era.",41.97222777,-87.69071934,POINT (-87.69071934 41.97222777)
19031,"Cyd Smillie with
Arts Alive Chicago",Homefront,Painting,2018,,Wallace Street Viaduct,4001 South Wallace St,60609,11,59,DCASE,,41.82169337,-87.64086693,POINT (-87.64086693 41.82169337)
19052,Pop Up Mural Shop,Remembering Mayahuel,Brush,2014,,Moreno's Liquor store,3724 West 26th St,60623,22,32,Yollocalli Arts Reach,"Painted by Yollocalli youth interns, the Pop Up Mural Shop, in the summer of 2014, ""Remembering Mayahuel"" is a tribute to the Aztec legend of agAvenue",41.84444042,-87.71839492,POINT (-87.71839492 41.84444042)
19191,Lady Lucx & Sarah Stewart,Untitled,Paint,2016,,,525 S. Wabash,60605,42,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Lady Lucx stated, �The location was my first influence. The garage is in view as the orange line meets the Loop coming from the south side of Chicago, where it changes from neighborhoods and families to the beast of downtown life� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.87515022,-87.62586678,POINT (-87.62586678000001 41.87515022)
19184,Collin Van Der Sluijs,From Boom To Doom,Paint,2016,,,1006 S Michigan,60605,4,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) Collin van der Sluijs is a renowned painter and illustrator from The Netherlands, where he lives and works.  Thanks to JK Equities and Vertical Gallery for partnering with the Wabash Arts Corridor and bringing Collin�s work to the district!  �From Bloom to Doom� showcases two endangered birds from Illinois � the yellow-headed blackbird and the red-headed woodpecker � amongst native flowers.",41.86976756,-87.62426641,POINT (-87.62426641 41.86976756)
19020,William Walker,Childhood is Without Prejudice,Paint,1972,2018,56th Street and Stony Island,1556 East 56th St,60637,5,8,Chicago Public Art Group,,41.7934746,-87.58686328,POINT (-87.58686328 41.7934746)
19274,Marry Tonnu,Letter Z,,2019,,,1400 W Wabansia,60642,2,,24,1,41.91361584,-87.66285163,POINT (-87.66285163 41.91361584)
19306,Sick Fisher,untitled,,2019,,Fry the Coop,"1959 W. Chicago Ave, Chicago IL 60622",60622,1,24,,fa�ade mural,41.89580311,-87.67698748,POINT (-87.67698748 41.89580311)
19211,Louise �Ouizi� Chen,Urbs in Horto,Paint,2019,,West facing fa�ade of Southport Ave CVS,3637 N. Southport Avenue,60613,44,06,Lakeview Chamber of Commerce,"""URBS IN HORTO, Latin for 'City in a Garden,' is the official city motto of Chicago. In order to capture the essence of this phrase, I portrayed a lush bouquet of Chrysanthemums, Roses, Echinacea, and prairie grasses. Each of these blooms can be found in the city and serves a purpose in the bouquet apart from making a beautiful arrangement. Chrysanthemums are Chicago's official flower, so they are featured most prominently in the mural. Roses are universally recognizable and loved, but they were also Anne Hewlett Fuller's favorite, and the bloom that the famous Chicagoan architect and designer Buckminster Fuller gave her in courtship. Echinacea and prairie grasses are both found growing wild in Chicago, a nod to the abundance of beautiful wild foliage in Illinois. The symbolic blooms coupled with the title of the piece honor the city's close and nuanced relationship with nature.""

URBS IN HORTO is part of the Lakeview Public Art Program, an initiative
of Special Service Area 27 and its 501(c)(3) non-profit partner organization, Friends of Lakeview which showases original works of art by innovative artists throughout the West Lakeview neighborhood.
Learn more at www.lakeviewchamber.com/art .",41.9481786,-87.66389687,POINT (-87.66389687 41.9481786)
19327,Justus Roe,Kilbourn,Acrylic and exterior latex paint,2019,,Garage,3434 N. Tripp,60641,30,16,,abstract landscape painting,41.94366353,-87.73362103,POINT (-87.73362103000001 41.94366353)
19108,"Northwest
Arts
Connection with",Neighborhood on the Rails,Paint,2017,,Belmont Ave at Kildare Ave,4254 West Belmont Ave,60641,30,16,DCASE,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, “What does urban renewal or urban evolution mean to this area?”",41.93910758,-87.73434336,POINT (-87.73434336 41.93910758)
19240,Steven Teller,If You Only Know,,2019,,,4628 N Clifton Ave,60640,46,03,,,41.96620602,-87.65901114,POINT (-87.65901114 41.96620602)
19243,"Dredske, Zeye One, James Allen, Dmnology, James Jankowiak","Health, Wealth, & Knowledge of Self",paint,2019,,,4150 W 55th St,60632,23,62,,,41.79327456,-87.72766409,POINT (-87.72766409 41.79327456)
19127,Tracy Van Duinen and Todd Osborne,Living,,2007,,Underpass at Bryn Mawr and Lake Shore Drive,910 West Bryn Mawr Ave,60660,48,76,Chicago Public Art Group,"Bryn Mawr and Lake Shore Drive Bricolage. 2007. Artist Tracy Van Duinen and Todd Osborne. This colorful bricolage celebrates the past, present, and future of the Edgewater community. Images of the community are represented, including historical architecture. From 2007 project images",41.98398894,-87.65271443,POINT (-87.65271443 41.98398894)
19137,Sidda Sila,"New Life, New Love",,1996,,,1140 North Lamon Ave,60651,37,26,Chicago Public Art Group,"Completed 1996. Artist Sidda Sila. The mural illustrates children and grandparents together as a family, doing loving, caring activities as a unit. From 1996",41.90166021,-87.74855221,POINT (-87.74855221 41.90166021)
19342,James Mosher,Matter of Time,,2020,,Uptown Ace Hardware,4631 N Clifton Avenue,60640,46,3,,,41.96639,-87.65873,POINT (-87.65873 41.96639)
19269,Marry Tonnu,Letter T,,2019,,,1685 N Elston Ave,60642,2,,24,,41.91285533,-87.66357259,POINT (-87.66357259 41.91285533)
19080,"Ricardo Martinez, FEDZ, Thomas, Axel",Alley Wall Project,spray,2015,,"Giordano's Pizza, alley",1401 W 18th St,60608,25,33,Yollocalli Arts Reach,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building.",41.85776469,-87.66138509,POINT (-87.66138509 41.85776469)
19196,Renee Robbins,X Marks The Milky Way,Paint,2016,,,1152 S Wabash,60605,4,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Robbins stated, �My work focuses on creating relationships between the microscopic and the telescopic. This work draws from treasure maps, which represent a quest to find something unexpected and it offers a place for dreaming about our relationship to nature and the cosmos.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.86769438,-87.62597903,POINT (-87.62597903 41.86769438)
19095,Edra Soto,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2630 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90306694,-87.69322403,POINT (-87.69322403 41.90306694)
19284,Dwight White,Face Lift,Spray Paint,2019,,,330 N MacChesney Court,60601,42,,Chicago Loop Alliance,"The face is designed to inspire viewers from the ground and from the hotel across the alley. From both, you have a clear point of view of the mural, it's colors and one of the most inspiring things we can see almost daily, the sky. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",41.88761537,-87.62530112,POINT (-87.62530112 41.88761537)
19333,Justus Roe,The Valley South,Acrylic and exterior latex paint,2019,,North facing embankment wall,1551 S Blue Island Ave,60608,25,28,,abstract landscape painting,41.86038369,-87.65883644,POINT (-87.65883644 41.86038369)
19132,Cathy Cajandig and Ivan Watkins,Rhythms of the Park,,1990,,Armitage and Avers,3816 West Armitage Ave,60647,26,23,Chicago Public Art Group,"Completed 1990. Artists Cathy Cajandig and Ivan Watkins. Rhythms of the Park cosists of two outdoor and one indoor mosaic panels. The artists worked with a youth team to design and create these panels; they illustrate the variety of sports, cultural, and musical interests of the park and its community members. From 1990",41.91732348,-87.72235908,POINT (-87.72235908 41.91732348)
19048,Chris Silva,With All Our Might,,2013,,Yollocalli (north wall),2801 South Ridgeway,60623,22,32,Yollocalli Arts Reach,"""With All of Our Might"" was created by Yollocalli teens with Artist Chris Silva in the summer of 2013 on Yollocalli's new home- the Little Village Boys & Girls Club.",41.84057466,-87.71820602,POINT (-87.71820602 41.84057466)
19016,Damon Reed and Siddha Webber,Donoghue School Mural,,2009,,,707 East 37th st,60653,4,2,Chicago Public Art Group,"Artists Damon Reed and Siddha Webber. 2009. ""There is a Hero Within You"" is located at the Donoghue School. It depicts Martin Luther Jr. King and U.S. President Barack Obama. From 2009 (http://picasaweb.google.com/chicagopublicartgroup/2009?feat=embedwebsite)",41.82770517,-87.60847172,POINT (-87.60847172 41.82770517)
19164,Jill Arena and  Cyd Smillie,First Responders,Paint,2011,,Sunnyside @ Milwukee,4508 N Milwaukee Ave,60630,45,15,,"""First Responders"" was designed by Jill Arena and painted by Cyd Smillie to commemorate the 10th anniversary of 9/11. It features the status of Liberty on a red background with a First Responder spraying a hose. It is on the south facing wall of 4508 N Miwaukee and on the day of its dedication the roll call for the firehouse across the street was held on site.",41.96262415,-87.75638065,POINT (-87.75638065 41.96262415)
